Cluster ID,Link Score,source file,Cluster ID,Link Score,source file,Id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
989,0.50158757,0,989,0.50158757,0,107,1,CASH_OUT,75405.1,C263053820,0,0,C1870252780,104209,46462.23,0,0
988,0.50158757,0,988,0.50158757,0,108,1,CASH_OUT,50101.88,C1740826931,0,0,C97730845,67684,9940339.29,0,0
987,0.50158757,0,987,0.50158757,0,109,1,CASH_OUT,14121.82,C69062746,0,0,C100555887,52679,10963.66,0,0
985,0.50158757,0,985,0.50158757,0,110,1,CASH_OUT,78292.91,C1631227617,0,0,C1983747920,121112,95508.95,0,0
984,0.50158757,0,984,0.50158757,0,111,1,CASH_OUT,176149.9,C24650043,0,0,C736709391,259813,46820.71,0,0
983,0.50158757,0,983,0.50158757,0,112,1,CASH_OUT,212228.35,C1896074070,0,0,C401424608,429747,1178808.14,0,0
982,0.50158757,0,982,0.50158757,0,113,1,CASH_OUT,85423.63,C460741164,0,0,C1590550415,5776776.41,1.92E+07,0,0
981,0.50158757,0,981,0.50158757,0,114,1,CASH_OUT,11648.5,C781091365,0,0,C985934102,260976,971418.91,0,0
980,0.50158757,0,980,0.50158757,0,115,1,PAYMENT,6165.58,C1858015030,20925,14759.42,M25764044,0,0,0,0
979,0.50158757,0,979,0.50158757,0,116,1,PAYMENT,3705.83,C671596011,41903.46,38197.63,M1925352804,0,0,0,0
978,0.50158757,0,978,0.50158757,0,117,1,CASH_OUT,419801.4,C1687354037,38197.63,0,C33524623,499962,1517262.16,0,0
977,0.50158757,0,977,0.50158757,0,118,1,CASH_OUT,335416.51,C743778731,144478,0,C575335780,295,52415.15,0,0
976,0.50158757,0,976,0.50158757,0,119,1,PAYMENT,3372.29,C967323951,41398,38025.71,M1600594643,0,0,0,0
974,0.50158757,0,974,0.50158757,0,120,1,PAYMENT,661.43,C743648472,14078,13416.57,M692998280,0,0,0,0
973,0.50158757,0,973,0.50158757,0,121,1,DEBIT,864.68,C1368862151,69836,68971.32,C20671747,12040,43691.09,0,0
972,0.50158757,0,972,0.50158757,0,122,1,PAYMENT,1203.44,C922807452,29941,28737.56,M33563464,0,0,0,0
971,0.50158757,0,971,0.50158757,0,123,1,TRANSFER,330757.04,C1494346128,103657,0,C564160838,79676,1254956.07,0,0
970,0.50158757,0,970,0.50158757,0,124,1,PAYMENT,1915.43,C822087264,11450,9534.57,M30699728,0,0,0,0
969,0.50158757,0,969,0.50158757,0,125,1,PAYMENT,8.73,C38603201,81313,81304.27,M1422273905,0,0,0,0
968,0.50158757,0,968,0.50158757,0,126,1,DEBIT,3058.8,C1694784135,18138,15079.2,C801197928,11054,8917.54,0,0
967,0.50158757,0,967,0.50158757,0,127,1,PAYMENT,5154.97,C1207231495,9476,4321.03,M756936249,0,0,0,0
966,0.50158757,0,966,0.50158757,0,128,1,PAYMENT,5213.25,C1221981006,36380,31166.75,M264394929,0,0,0,0
965,0.50158757,0,965,0.50158757,0,129,1,PAYMENT,5392.75,C1878413714,50757,45364.25,M769132147,0,0,0,0
963,0.50158757,0,963,0.50158757,0,130,1,PAYMENT,25.12,C1257299717,61663,61637.88,M1474957626,0,0,0,0
962,0.50158757,0,962,0.50158757,0,131,1,PAYMENT,17150.89,C181252244,61637.88,44486.99,M1733022752,0,0,0,0
961,0.50158757,0,961,0.50158757,0,132,1,TRANSFER,679502.24,C722417467,290,0,C451111351,171866,3940085.21,0,0
960,0.50158757,0,960,0.50158757,0,133,1,TRANSFER,177652.91,C753631393,23720,0,C716157500,55,4894.45,0,0
959,0.50158757,0,959,0.50158757,0,134,1,PAYMENT,5443.26,C1262869688,236997,231553.74,M1914108708,0,0,0,0
958,0.50158757,0,958,0.50158757,0,135,1,PAYMENT,244.87,C544386226,257978.49,257733.62,M1357700757,0,0,0,0
957,0.50158757,0,957,0.50158757,0,136,1,PAYMENT,8281.57,C900298796,257733.62,249452.05,M1889757798,0,0,0,0
956,0.50158757,0,956,0.50158757,0,137,1,PAYMENT,1175.59,C1166106620,20509,19333.41,M1932470703,0,0,0,0
955,0.50158757,0,955,0.50158757,0,138,1,PAYMENT,1097.74,C221861886,24866,23768.26,M1713568869,0,0,0,0
954,0.50158757,0,954,0.50158757,0,139,1,TRANSFER,184986.8,C697508322,39588,0,C1688019098,52340,97263.78,0,0
952,0.50158757,0,952,0.50158757,0,140,1,PAYMENT,1718.29,C603658030,117811,116092.71,M1689924104,0,0,0,0
951,0.50158757,0,951,0.50158757,0,141,1,PAYMENT,3671.32,C361380654,100094,96422.68,M631673932,0,0,0,0
950,0.50158757,0,950,0.50158757,0,142,1,DEBIT,3580.26,C1579132337,2565,0,C1321640594,21185,18910.85,0,0
949,0.50158757,0,949,0.50158757,0,143,1,PAYMENT,8550.9,C1795225096,40060,31509.1,M790094605,0,0,0,0
948,0.50158757,0,948,0.50158757,0,144,1,PAYMENT,9753.55,C1048712791,60829,51075.45,M487792155,0,0,0,0
947,0.50158757,0,947,0.50158757,0,145,1,PAYMENT,3026.98,C1909398279,31139,28112.02,M1632670136,0,0,0,0
946,0.50158757,0,946,0.50158757,0,146,1,CASH_OUT,467177.03,C1338905451,28112.02,0,C1170794006,975121,22190.99,0,0
945,0.50158757,0,945,0.50158757,0,147,1,DEBIT,3875.99,C1252540239,259138,255262.01,C1509514333,608925.82,2415.16,0,0
944,0.50158757,0,944,0.50158757,0,148,1,PAYMENT,2148.89,C1136005694,31213,29064.11,M638486177,0,0,0,0
943,0.50158757,0,943,0.50158757,0,149,1,PAYMENT,466.97,C426019904,80030,79563.03,M314411620,0,0,0,0
941,0.50158757,0,941,0.50158757,0,150,1,CASH_OUT,154139.72,C1642679791,79563.03,0,C564160838,410433.04,1254956.07,0,0
940,0.50158757,0,940,0.50158757,0,151,1,CASH_OUT,82685.93,C855700733,0,0,C392292416,833216.44,3420103.09,0,0
939,0.50158757,0,939,0.50158757,0,152,1,CASH_OUT,83857.23,C247162961,0,0,C1297685781,215457.59,16997.22,0,0
938,0.50158757,0,938,0.50158757,0,153,1,CASH_OUT,99109.77,C1890266440,0,0,C1297685781,299314.82,16997.22,0,0
937,0.50158757,0,937,0.50158757,0,154,1,CASH_OUT,187726.67,C1527152775,0,0,C747464370,190573,1567434.81,0,0
936,0.50158757,0,936,0.50158757,0,155,1,CASH_OUT,281339.92,C1863655430,0,0,C1509514333,612801.81,2415.16,0,0
935,0.50158757,0,935,0.50158757,0,156,1,CASH_OUT,186447.51,C976827477,0,0,C1590550415,5862200.03,1.92E+07,0,0
934,0.50158757,0,934,0.50158757,0,157,1,CASH_OUT,81029.86,C324112183,0,0,C288665596,105343,8496.61,0,0
933,0.50158757,0,933,0.50158757,0,158,1,CASH_OUT,139054.95,C2092709730,0,0,C1749186397,182538.03,277515.05,0,0
932,0.50158757,0,932,0.50158757,0,159,1,CASH_OUT,154716.2,C980364771,0,0,C453211571,187433,3461666.05,0,0
930,0.50158757,0,930,0.50158757,0,160,1,CASH_OUT,53631.83,C1233595751,0,0,C757108857,83244,0,0,0
929,0.50158757,0,929,0.50158757,0,161,1,CASH_OUT,289645.52,C1446001495,0,0,C1023714065,871442.79,1412484.09,0,0
928,0.50158757,0,928,0.50158757,0,162,1,CASH_OUT,267148.82,C1261044180,0,0,C401424608,641975.35,1178808.14,0,0
927,0.50158757,0,927,0.50158757,0,163,1,CASH_OUT,47913.58,C141110631,0,0,C240650537,51304,0,0,0
926,0.50158757,0,926,0.50158757,0,164,1,CASH_OUT,193605.38,C2029372696,0,0,C1971489295,249452.05,0,0,0
925,0.50158757,0,925,0.50158757,0,165,1,CASH_OUT,344464.4,C793293778,0,0,C766572210,1133312.56,0,0,0
924,0.50158757,0,924,0.50158757,0,166,1,CASH_OUT,169409.87,C888611662,0,0,C401424608,909124.16,1178808.14,0,0
923,0.50158757,0,923,0.50158757,0,167,1,CASH_OUT,25793.74,C1966355106,0,0,C476800120,215312.31,49864.36,0,0
922,0.50158757,0,922,0.50158757,0,168,1,CASH_OUT,114712.48,C599782425,0,0,C1209271652,145400,0,0,0
921,0.50158757,0,921,0.50158757,0,169,1,CASH_OUT,89038.75,C1233327519,0,0,C2083562754,189808,1186556.81,0,0
919,0.50158757,0,919,0.50158757,0,170,1,CASH_OUT,1341.58,C1155769010,0,0,C557041912,80341,557537.26,0,0
918,0.50158757,0,918,0.50158757,0,171,1,CASH_OUT,44443.08,C269892014,0,0,C1590550415,6048647.54,1.92E+07,0,0
917,0.50158757,0,917,0.50158757,0,172,1,CASH_OUT,34729.64,C1280641161,0,0,C1435804085,44853,96.88,0,0
916,0.50158757,0,916,0.50158757,0,173,1,CASH_OUT,105979.34,C489411441,0,0,C736709391,435962.9,46820.71,0,0
915,0.50158757,0,915,0.50158757,0,174,1,CASH_OUT,57794.61,C1141113940,0,0,C240650537,99217.58,0,0,0
914,0.50158757,0,914,0.50158757,0,175,1,CASH_OUT,15918.79,C1711185459,0,0,C1854778591,24553,0,0,0
913,0.50158757,0,913,0.50158757,0,176,1,CASH_OUT,19162.08,C25936709,0,0,C885951223,60169,215851.28,0,0
912,0.50158757,0,912,0.50158757,0,177,1,CASH_OUT,220691.42,C1123559518,0,0,C1590550415,6093090.62,1.92E+07,0,0
911,0.50158757,0,911,0.50158757,0,178,1,CASH_OUT,9536.54,C649769713,0,0,C1060830840,49161,130747.56,0,0
910,0.50158757,0,910,0.50158757,0,179,1,CASH_OUT,29784.06,C925150995,0,0,C920011586,63553,0,0,0
908,0.50158757,0,908,0.50158757,0,180,1,CASH_OUT,190445.51,C1760219993,0,0,C1360767589,203679,2107965.39,0,0
907,0.50158757,0,907,0.50158757,0,181,1,CASH_OUT,57279.11,C1800649922,0,0,C824009085,127206.9,64106.18,0,0
906,0.50158757,0,906,0.50158757,0,182,1,CASH_OUT,112086.81,C403547747,0,0,C1531333864,292728,55974.56,0,0
905,0.50158757,0,905,0.50158757,0,183,1,CASH_OUT,80311.89,C172215878,0,0,C434091818,87408,63112.23,0,0
904,0.50158757,0,904,0.50158757,0,184,1,CASH_OUT,151829.91,C873309260,0,0,C1023714065,1161088.31,1412484.09,0,0
903,0.50158757,0,903,0.50158757,0,185,1,CASH_OUT,26004.52,C1112456099,0,0,C1225616405,52251.58,0,0,0
902,0.50158757,0,902,0.50158757,0,186,1,CASH_OUT,3146.16,C923083575,0,0,C1504109395,9471,593737.38,0,0
901,0.50158757,0,901,0.50158757,0,187,1,CASH_OUT,296752.75,C589363823,0,0,C1531333864,404814.81,55974.56,0,0
900,0.50158757,0,900,0.50158757,0,188,1,CASH_OUT,191702.06,C2052457859,0,0,C985934102,272624.5,971418.91,0,0
899,0.50158757,0,899,0.50158757,0,189,1,CASH_OUT,365510.05,C1299327689,0,0,C564160838,564572.76,1254956.07,0,0
897,0.50158757,0,897,0.50158757,0,190,1,CASH_OUT,202332.08,C1408279755,0,0,C453211571,342149.2,3461666.05,0,0
896,0.50158757,0,896,0.50158757,0,191,1,CASH_OUT,55105.9,C2007486296,0,0,C932583850,317952.89,2719172.89,0,0
895,0.50158757,0,895,0.50158757,0,192,1,CASH_OUT,171508.59,C1033348658,0,0,C1971489295,443057.43,0,0,0
894,0.50158757,0,894,0.50158757,0,193,1,CASH_OUT,178439.26,C1634723627,0,0,C2083562754,278846.75,1186556.81,0,0
893,0.50158757,0,893,0.50158757,0,194,1,CASH_OUT,88834.86,C938463537,0,0,C985934102,464326.57,971418.91,0,0
892,0.50158757,0,892,0.50158757,0,195,1,CASH_OUT,210370.09,C2121995675,0,0,C1170794006,1442298.03,22190.99,0,0
891,0.50158757,0,891,0.50158757,0,196,1,CASH_OUT,36437.06,C2120063568,0,0,C1740000325,154606,1363368.51,0,0
890,0.50158757,0,890,0.50158757,0,197,1,CASH_OUT,82691.56,C1620409359,0,0,C248609774,657983.89,6453430.91,0,0
889,0.50158757,0,889,0.50158757,0,198,1,CASH_OUT,338767.1,C691691381,0,0,C453211571,544481.28,3461666.05,0,0
888,0.50158757,0,888,0.50158757,0,199,1,CASH_OUT,187728.59,C264978436,0,0,C1360767589,394124.51,2107965.39,0,0
885,0.50158757,0,885,0.50158757,0,200,1,CASH_OUT,271002.7,C500618423,0,0,C451111351,851368.24,3940085.21,0,0
884,0.50158757,0,884,0.50158757,0,201,1,CASH_OUT,323105.08,C1458091526,0,0,C747464370,378299.67,1567434.81,0,0
883,0.50158757,0,883,0.50158757,0,202,1,CASH_OUT,10782.94,C768776793,0,0,C796533847,100585,0,0,0
882,0.50158757,0,882,0.50158757,0,203,1,CASH_OUT,89962.11,C2018260103,0,0,C240650537,157012.19,0,0,0
881,0.50158757,0,881,0.50158757,0,204,1,CASH_OUT,101940.14,C1393828949,0,0,C357863579,105362,92307.65,0,0
880,0.50158757,0,880,0.50158757,0,205,1,CASH_OUT,163100.34,C1088417975,0,0,C401424608,1078534.03,1178808.14,0,0
879,0.50158757,0,879,0.50158757,0,206,1,CASH_OUT,136030.66,C2036775591,0,0,C757108857,136875.83,0,0,0
878,0.50158757,0,878,0.50158757,0,207,1,CASH_OUT,68912.23,C1620529408,0,0,C1688019098,237326.8,97263.78,0,0
877,0.50158757,0,877,0.50158757,0,208,1,CASH_OUT,73464.06,C307488715,0,0,C1789550256,444779,4619798.56,0,0
876,0.50158757,0,876,0.50158757,0,209,1,CASH_OUT,106117.28,C758572926,0,0,C476402209,234216.94,51513.44,0,0
874,0.50158757,0,874,0.50158757,0,210,1,CASH_OUT,503333.79,C1640612861,0,0,C985934102,553161.42,971418.91,0,0
873,0.50158757,0,873,0.50158757,0,211,1,CASH_OUT,71991.42,C990679445,0,0,C557041912,81682.58,557537.26,0,0
872,0.50158757,0,872,0.50158757,0,212,1,CASH_OUT,91379.93,C913065088,0,0,C401424608,1241634.38,1178808.14,0,0
871,0.50158757,0,871,0.50158757,0,213,1,CASH_OUT,26759.05,C746280996,0,0,C1360767589,581853.1,2107965.39,0,0
870,0.50158757,0,870,0.50158757,0,214,1,CASH_OUT,128487.35,C50503805,0,0,C747464370,701404.75,1567434.81,0,0
